Neighborhood_Tabulation_Area_Code__NTA_Code_,Neighborhood_Tabulation_Area_Name__NTA_NAME_,Borough_Name,Total_Population,Population_Density__per_Sq__Mi__,Total_Number_of_Households,Area__Sq__Mi__,Street_Mileage,Home_Broadband_Adoption__Percentage_of_Households_,"Home_Broadband_Adoption_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Mobile_Broadband_Adoption__Percentage_of_Households_,"Mobile_broadband_adoption_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Mobile_Dependent_Households__Percentage_of_Households_,"Mobile_Dependent_Households_Categorized_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Residential_Broadband_Choice_Average_by_NTA,"Residential_Broadband_Choice_Average_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Commercial_Fiber_ISP_Choice_Average_by_NTA,"Commercial_Fiber_Choice_Average_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Commercial_Fiber_Max_ISP_Choice_by_NTA,"Commercial_Fiber_Max_ISP_Choice_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Percentage_of_Blocks_without_a_Commercial_Fiber_Provider,Percentage_of_Blocks_without_a_Commercial_Fiber_Provider_by_Quartiles,Percentage_of_Blocks_with_ISP_Reported_Speed_Availability_of_>=25_Mbps__Broadband_Speed_,Percentage_of_Blocks_with_ISP_Reported_Speed_Availability_of_>=900_Mbps,Number_of_Public_Computer_Centers_with_free_public_Wi-Fi,Public_Wi-Fi_in_NYC_Count,Number_of_Free_Public_Wi-Fi_Access_Points_in_a_Pedestrian_Corridor,Available_Free_Public_Wi-Fi_in_a_Pedestrian_Corridor__Y/N_,Estimated_Number_of_Businesses,Number_of_Households,Total_Accounts,Account_Density,Account_Density_Quartile,Population_Projections_2050,Households_Receiving_Benefits,Estimated_Lifeline_Eligible_Households,Supportive_Housing__NYCDHS_,Low-Income_Housing__NYCHA_,Presence_of_IBZs,Number_of_NYCHA_Buildings,Number_of_Public_Schools,Number_of_DCAS_Buildings,Number_of_NYC_H+H_Buildings,City_Buildings_with_High_Rooftops__7+_Floors__Capacity_by_Quartile,Street_Furniture:_FDNY_Call_Boxes,Street_Furniture:_Parking_Pay_Stations,Street_Furniture:_Bus_Stop_Shelters,Street_Furniture:_Bike_Shelters,Street_Furniture:_City_Benches,LinkNYC_Kiosks,WalkNYC_Sign_Locations,Poles_Reserved_by_Mobile_Telecom_Franchisee,Pole_with_Equipment_Installed_by_Mobile_Telecom_Franchise,Density_of_Poles_Reserved_and_with_Equipment_Installed_for_Mobile_Telecom_Franchise,Mobile_Telecom_Franchise_Pole_Density_Level_by_Quartile,Empire_City_Subway_Coverage__Percentage_,Percentage_of_Households_with_fewer_than_3_broadband_options_available,Number_of_Fixed_Wireless_Providers_Available,Estimated_Aerial_Plant_Coverage__Percentage_,Estimated_Underground_Plant_Coverage__Percentage_,Geographic_Variations_in_Fiber_Delivery_Modes_by_NTA,Estimated_Underground_Utility_Conflict_Volume,Utility_Pole_Make_Ready_Estimated_Required_Number_of_Moves,Utility_Pole_Make-Ready_-_Estimated_Relative_Volume,NYC_Internet_Master_Plan_Open_Access_Infrastructure_Cost_Comparison_Coefficient,NYC_Internet_Master_Plan_Open_Access_Infrastructure_Cost_Comparison_Coefficient_by_Quartile,"Fiber_Drops,_Estimated_Relative_Costs","Indoor_Cabling_for_Multiple_Dwelling_Units,_Estimated__Relative_Costs","Optimal_for_Unlicensed
Millimeter_Wave_Fixed_Wireless_Access_as_a_Residential
Broadband_Solution","Percentage_Optimal_for_Unlicensed
Millimeter_Wave_Fixed_Wireless_Access_as_a_Residential
Broadband_Solution",Estimated_number_of_radio_sites_for_CBRS_coverage,Estimated_number_of_radio_sites_for_mmWave_coverage_in_optimal_areas,Sample_of_NTA_Field_Surveyed?__Y/N_,Reviewed_for_Underground_Fiber-to-the-Premise?__Y/N_,Reviewed_for_Aerial_Fiber-to-the-Premise?__Y/N_,Reviewed_for_Millimeter_Wave_Fixed_Wireless_Access?__Y/N_,Field_Survey_Findings,Percentage_of_Blocks_WITH_Commercial_Fiber_Provider,Size_of_Population_Growth_by_2030,2030_Population_Density,Pole_Rich,Pop_Growth_Rate
QN66,Laurelton,Queens,26924,18867.48,8085,1.43,57,0.62,Low,0.76,High,0.16,High,2.0,Medium High,1.1,Low,2,Medium Low,0.01,Low,1.0,1.0,1,1,0,False,482.0,8085.0,8567.0,150.0,Low,24903.0,309.0,586.0,0.0,0.0,False,0.0,5.0,10.0,0.0,Low,42.0,20.0,9.0,0.0,2.0,0.0,0,7.0,18.0,0.44,Medium Low,0.0,1.0,1.0,1.0,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.73,Medium Low,Low,High,NO,0.0,94.0,4.0,NO,NO,NO,NO,NONE,0.99,-2021.0,17414.685314685314,Poles Reserved Below Average,Low Growth
QN68,Queensbridge-Ravenswood-Long Island City,Queens,18927,22630.87,7912,0.84,29,0.66,Medium Low,0.69,Medium Low,0.04,Medium Low,3.4,High,1.6,Medium-High,4,High,0.12,Medium High,1.0,1.0,6,29,8,True,2319.0,7912.0,10231.0,353.0,Medium Low,31059.0,651.0,1996.0,0.0,5313.0,True,12.0,10.0,1.0,0.0,Medium Low,73.0,64.0,18.0,0.0,3.0,8.0,5,18.0,7.0,0.86,Medium High,0.0,0.51,3.0,0.59,0.91,Above and Underground Network,Average,4.0,Average,0.87,Medium High,Average,Average,YES,0.79,190.0,15.0,YES,YES,NO,YES,"Average to high underground interference from existing utilities.  
Area suitable for fixed wireless.",0.88,12132.0,36975.0,Poles Reserved Above Average,Unknown
QN70,Astoria,Queens,77252,54755.49,33929,1.41,44,0.77,Medium High,0.76,High,0.04,Medium Low,2.5,High,1.4,Medium-High,3,Medium High,0.2,Medium High,1.0,1.0,2,54,51,True,1283.0,33929.0,35212.0,800.0,High,90077.0,988.0,3503.0,0.0,3523.0,True,7.0,9.0,14.0,0.0,Medium Low,107.0,327.0,44.0,1.0,15.0,50.0,0,15.0,11.0,0.59,Medium Low,0.0,0.32,3.0,0.74,1.0,Above and Underground Network,High,4.5,High,3.05,High,High,Low,YES,0.49,227.0,7.0,NO,NO,NO,NO,NONE,0.8,12825.0,63884.39716312057,Poles Reserved Above Average,High Growth
QN71,Old Astoria,Queens,28110,50172.21,11217,0.56,18,0.76,Medium High,0.74,Medium High,0.04,Medium Low,2.8,High,1.2,Medium-Low,3,Medium High,0.12,Medium High,0.99,0.99,2,7,6,True,782.0,11217.0,11999.0,667.0,High,41693.0,517.0,1684.0,0.0,1104.0,False,5.0,6.0,1.0,0.0,Low,45.0,43.0,13.0,0.0,6.0,2.0,1,9.0,5.0,0.78,Medium High,0.0,0.17,3.0,0.96,0.9,Above and Underground Network,High,4.5,High,1.05,Medium High,High,Low,YES,0.96,69.0,0.0,NO,NO,NO,NO,NONE,0.88,13583.0,74451.78571428571,Poles Reserved Above Average,High Growth
QN72,Steinway,Queens,48179,23250.67,19560,2.07,56,0.8,High,0.77,High,0.03,Low,2.5,High,1.1,Low,3,Medium High,0.22,High,1.0,1.0,1,1,0,False,929.0,19560.0,20489.0,366.0,Medium Low,53110.0,501.0,1612.0,0.0,0.0,True,0.0,5.0,10.0,0.0,Medium Low,112.0,85.0,32.0,0.0,3.0,0.0,0,16.0,13.0,0.52,Medium Low,0.0,0.15,2.0,0.79,0.93,Above and Underground Network,Average,4.0,Average,1.77,High,Average,Average,NO,0.01,176.0,8.0,NO,NO,NO,NO,NONE,0.78,4931.0,25657.004830917875,Poles Reserved Above Average,Unknown
QN76,Baisley Park,Queens,39079,24737.82,11142,1.58,51,0.59,Low,0.76,High,0.16,High,1.9,Medium Low,1.0,Low,2,Medium Low,0.06,Medium Low,1.0,1.0,2,17,0,False,539.0,11142.0,11681.0,229.0,Low,35735.0,442.0,1552.0,0.0,386.0,False,3.0,8.0,9.0,1.0,Medium Low,114.0,0.0,13.0,0.0,3.0,0.0,0,19.0,6.0,0.49,Medium Low,0.0,1.0,2.0,1.0,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.98,Medium High,Low,High,YES,0.05,73.0,0.0,NO,NO,NO,NO,NONE,0.94,-3344.0,22617.088607594935,Poles Reserved Above Average,Low Growth
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,Staten Island,28698,5672.15,10105,5.06,101,0.82,High,0.75,Medium High,0.03,Low,1.8,Medium Low,1.2,Low,2,Medium Low,0.15,Medium High,0.98,0.98,0,5,0,False,870.0,10105.0,10975.0,109.0,Low,29409.0,153.0,610.0,0.0,0.0,False,0.0,8.0,12.0,0.0,Medium Low,168.0,10.0,12.0,1.0,3.0,0.0,0,0.0,55.0,0.54,Medium Low,0.0,1.0,1.0,0.98,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.93,Medium High,Low,High,NO,0.0,109.0,0.0,NO,NO,NO,NO,NONE,0.85,711.0,5812.05533596838,Poles Reserved Below Average,Low Growth
SI05,New Springville-Bloomfield-Travis,Staten Island,40907,3479.59,13780,11.76,166,0.78,High,0.69,Medium Low,0.02,Low,1.8,Low,1.2,Medium-Low,5,High,0.31,High,0.84,0.84,2,5,0,False,1868.0,13780.0,15648.0,94.0,Low,42440.0,364.0,1328.0,0.0,502.0,True,2.0,5.0,22.0,0.0,Low,204.0,0.0,20.0,0.0,3.0,0.0,0,0.0,40.0,0.24,Low,0.0,1.0,1.0,0.42,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,1.34,Medium High,Low,High,YES,0.02,121.0,8.0,NO,NO,NO,NO,NONE,0.69,1533.0,3608.8435374149662,Poles Reserved Below Average,Low Growth
SI07,Westerleigh,Staten Island,24131,10636.05,8966,2.27,68,0.79,High,0.74,Medium High,0.02,Low,2.0,Medium Low,1.3,Medium-Low,3,Medium High,0.02,Low,1.0,1.0,1,8,0,False,1410.0,8966.0,10376.0,153.0,Low,24371.0,92.0,546.0,0.0,0.0,False,0.0,2.0,10.0,0.0,Low,157.0,33.0,9.0,0.0,1.0,0.0,0,1.0,28.0,0.43,Medium Low,0.0,1.0,1.0,1.0,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.89,Medium High,Low,High,YES,0.02,387.0,0.0,NO,NO,NO,NO,NONE,0.98,240.0,10736.123348017622,Poles Reserved Below Average,Low Growth
SI08,Grymes Hill-Clifton-Fox Hills,Staten Island,21636,15978.04,7509,1.35,32,0.65,Medium Low,0.71,Medium High,0.05,Medium High,1.9,Medium Low,1.2,Medium-Low,2,Medium Low,0.09,Medium Low,1.0,1.0,0,0,0,False,673.0,7509.0,8182.0,256.0,Medium Low,22994.0,489.0,1256.0,0.0,0.0,False,0.0,3.0,5.0,0.0,None,94.0,4.0,8.0,0.0,0.0,0.0,0,1.0,22.0,0.72,Medium High,0.0,1.0,1.0,1.0,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.71,Medium Low,Low,High,YES,0.23,901.0,13.0,NO,NO,NO,NO,NONE,0.91,1358.0,17032.59259259259,Poles Reserved Below Average,Low Growth
SI11,Charleston-Richmond Valley-Tottenville,Staten Island,24794,4745.21,8157,5.23,83,0.79,High,0.71,Medium High,0.03,Low,1.8,Medium Low,1.2,Medium-Low,2,Medium Low,0.18,Medium High,0.95,0.95,1,1,0,False,640.0,8157.0,8797.0,106.0,Low,25934.0,125.0,680.0,0.0,0.0,True,0.0,4.0,35.0,0.0,Medium Low,112.0,1.0,2.0,0.0,1.0,0.0,0,1.0,34.0,0.42,Medium Low,0.0,1.0,1.0,0.97,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.75,Medium Low,Low,High,YES,0.04,174.0,4.0,NO,NO,NO,NO,NONE,0.8200000000000001,1140.0,4958.699808795411,Poles Reserved Below Average,Low Growth
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Staten Island,29956,9378.8,10214,3.19,51,0.68,Medium Low,0.66,Low,0.05,Medium High,1.9,Medium Low,1.2,Low,2,Medium Low,0.14,Medium High,0.96,0.96,2,0,0,False,538.0,10214.0,10752.0,211.0,Low,31963.0,821.0,2185.0,0.0,607.0,True,3.0,3.0,12.0,0.0,Low,128.0,0.0,16.0,0.0,5.0,0.0,0,0.0,25.0,0.49,Medium Low,0.0,1.0,1.0,0.71,0.0,Above Ground (Utility Pole Presence),Average,4.0,Average,0.91,Medium High,Average,Average,YES,0.04,104.0,21.0,YES,YES,YES,NO,"Low underground interference from existing utilities.  
Low make-ready requirements. Of the sample poles surveyed 62% required make-ready, and 1% required pole replacement. 
General findings for this area include; poles with power attachment removed leaving only the telecom space remaining, and spacing issues with current utility attachments in the telecom space.
Additionally, some locations had telecom service drops crossing the roadway without proper clearance.",0.86,2007.0,10019.749216300941,Poles Reserved Below Average,Low Growth
SI14,Grasmere-Arrochar-Ft. Wadsworth,Staten Island,15896,10828.88,5667,1.47,41,0.74,Medium High,0.69,Medium Low,0.05,Medium High,1.7,Low,1.3,Medium-High,2,Medium Low,0.26,High,0.94,0.94,2,3,2,True,876.0,5667.0,6543.0,160.0,Low,16215.0,207.0,667.0,0.0,422.0,False,1.0,4.0,2.0,0.0,None,77.0,2.0,11.0,1.0,5.0,2.0,0,1.0,8.0,0.22,Low,0.0,1.0,1.0,0.71,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.55,Medium Low,Low,High,NO,0.01,401.0,16.0,NO,NO,NO,NO,NONE,0.74,319.0,11030.612244897959,Poles Reserved Below Average,Low Growth
SI22,West New Brighton-New Brighton-St. George,Staten Island,33175,16500.07,12155,2.01,53,0.65,Medium Low,0.6,Low,0.03,Low,1.9,Medium Low,1.2,Medium-Low,3,Medium High,0.07,Medium Low,0.97,0.97,3,18,0,False,603.0,12155.0,12758.0,241.0,Low,39327.0,882.0,2601.0,0.0,2137.0,True,5.0,10.0,16.0,0.0,High,165.0,68.0,21.0,0.0,8.0,0.0,4,2.0,33.0,0.66,Medium High,0.0,1.0,2.0,0.97,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,1.08,Medium High,Low,High,YES,0.13,113.0,0.0,NO,NO,NO,NO,NONE,0.9299999999999999,6152.0,19565.671641791047,Poles Reserved Below Average,Unknown
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,32276,4867.1,11525,6.63,93,0.78,High,0.72,Medium High,0.03,Low,1.9,Medium Low,1.1,Low,2,Medium Low,0.12,Medium High,0.98,0.98,2,3,2,True,1389.0,11525.0,12914.0,139.0,Low,31576.0,183.0,886.0,0.0,0.0,False,0.0,8.0,5.0,3.0,Low,173.0,0.0,10.0,0.0,0.0,1.0,0,0.0,50.0,0.54,Medium Low,0.0,1.0,1.0,0.79,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,1.11,Medium High,Low,High,YES,0.04,154.0,20.0,NO,NO,NO,NO,NONE,0.88,-700.0,4762.594268476621,Poles Reserved Below Average,Low Growth
SI25,Oakwood-Oakwood Beach,Staten Island,20618,10272.79,7917,2.01,52,0.74,Medium High,0.65,Low,0.04,Medium Low,1.9,Medium Low,1.2,Medium-Low,2,Medium Low,0.06,Medium Low,0.99,0.99,0,4,4,True,1143.0,7917.0,9060.0,174.0,Low,22059.0,156.0,575.0,0.0,0.0,False,0.0,2.0,14.0,0.0,Low,115.0,6.0,11.0,0.0,1.0,4.0,0,0.0,21.0,0.4,Low,0.0,1.0,1.0,0.97,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.78,Medium Low,Low,High,NO,0.0,508.0,17.0,NO,NO,NO,NO,NONE,0.94,1441.0,10974.626865671644,Poles Reserved Below Average,Low Growth
SI28,Port Richmond,Staten Island,19141,14652.27,6498,1.31,61,0.67,Medium Low,0.64,Low,0.04,Medium Low,1.9,Medium Low,1.2,Low,3,Medium High,0.12,Medium High,0.99,0.99,2,1,0,False,792.0,6498.0,7290.0,120.0,Low,22650.0,390.0,1006.0,0.0,0.0,True,0.0,6.0,9.0,0.0,Low,105.0,23.0,5.0,0.0,4.0,0.0,0,0.0,18.0,0.3,Low,0.0,0.99,1.0,1.0,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.62,Medium Low,Low,High,NO,0.0,154.0,0.0,NO,NO,NO,NO,NONE,0.88,3509.0,17290.07633587786,Poles Reserved Below Average,Low Growth
SI32,Rossville-Woodrow,Staten Island,21397,9182.84,7586,2.33,56,0.81,High,0.74,Medium High,0.04,Medium Low,1.9,Medium Low,1.1,Low,2,Medium Low,0.1,Medium Low,1.0,1.0,1,1,0,False,814.0,7586.0,8400.0,150.0,Low,22560.0,131.0,842.0,0.0,0.0,False,0.0,1.0,8.0,0.0,None,47.0,0.0,1.0,0.0,0.0,0.0,0,0.0,29.0,0.52,Medium Low,0.0,1.0,1.0,0.99,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.71,Medium Low,Low,High,NO,0.0,100.0,0.0,NO,NO,NO,NO,NONE,0.9,1163.0,9682.403433476395,Poles Reserved Below Average,Low Growth
SI35,New Brighton-Silver Lake,Staten Island,18083,10695.45,6037,1.69,42,0.75,Medium High,0.68,Medium Low,0.04,Medium Low,2.0,Medium High,1.2,Medium-Low,3,Medium High,0.01,Low,1.0,1.0,1,1,0,False,632.0,6037.0,6669.0,159.0,Low,17920.0,119.0,797.0,0.0,0.0,False,0.0,3.0,6.0,0.0,Low,119.0,63.0,7.0,0.0,3.0,0.0,2,0.0,16.0,0.38,Low,0.0,1.0,1.0,1.0,0.0,Above Ground (Utility Pole Presence),Average,4.0,Average,0.58,Medium Low,Average,Average,YES,0.05,179.0,0.0,NO,NO,NO,NO,NONE,0.99,-163.0,10603.55029585799,Poles Reserved Below Average,Low Growth
SI36,Old Town-Dongan Hills-South Beach,Staten Island,24927,10371.16,8641,2.4,60,0.72,Medium High,0.67,Low,0.03,Low,1.9,Medium Low,1.2,Medium-Low,2,Medium Low,0.07,Medium Low,0.99,0.99,1,20,8,True,899.0,8641.0,9540.0,159.0,Low,25478.0,369.0,1127.0,0.0,506.0,False,4.0,2.0,23.0,0.0,Low,105.0,26.0,14.0,0.0,1.0,6.0,0,1.0,13.0,0.23,Low,0.0,1.0,1.0,0.96,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.8,Medium Low,Low,High,YES,0.04,184.0,8.0,YES,YES,YES,NO,"Average to low underground interference from existing utilities.  
Low make-ready requirements. Of the sample poles surveyed 29% required make-ready, and 0% required pole replacement. 
General findings for this area include; spacing issues with current utility attachments in the telecom space and some existing attachments are lashed together with nylon straps.
Average to high underground interference from existing utilities.",0.9299999999999999,551.0,10615.833333333334,Poles Reserved Below Average,Low Growth
SI37,Stapleton-Rosebank,Staten Island,26247,15720.73,9512,1.67,50,0.68,Medium Low,0.63,Low,0.03,Low,1.9,Medium Low,1.3,Medium-Low,3,Medium High,0.09,Medium Low,0.98,0.98,1,5,0,False,790.0,9512.0,10302.0,206.0,Low,39068.0,676.0,1693.0,0.0,970.0,False,4.0,6.0,9.0,0.0,Low,146.0,27.0,25.0,0.0,3.0,0.0,6,2.0,22.0,0.48,Medium Low,0.0,0.99,2.0,0.96,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.87,Medium High,Low,High,YES,0.1,128.0,12.0,NO,NO,NO,NO,NONE,0.91,12821.0,23394.011976047907,Poles Reserved Below Average,Unknown
SI45,New Dorp-Midland Beach,Staten Island,21358,10741.65,7612,1.99,53,0.77,Medium High,0.69,Medium Low,0.03,Low,2.0,Medium Low,1.2,Medium-Low,3,Medium High,0.03,Low,0.99,0.99,1,23,18,True,1133.0,7612.0,8745.0,165.0,Low,22284.0,238.0,808.0,0.0,0.0,False,0.0,5.0,20.0,0.0,Low,112.0,48.0,23.0,0.0,4.0,16.0,0,1.0,14.0,0.28,Low,0.0,1.0,1.0,0.98,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.75,Medium Low,Low,High,NO,0.0,152.0,0.0,NO,NO,NO,NO,NONE,0.97,926.0,11197.989949748744,Poles Reserved Below Average,Low Growth
SI48,Arden Heights,Staten Island,26482,14646.03,9048,1.81,40,0.82,High,0.78,High,0.03,Low,2.0,Medium Low,1.0,Low,1,Low,0.03,Low,1.0,1.0,0,0,0,False,913.0,9048.0,9961.0,249.0,Medium Low,25908.0,87.0,730.0,0.0,0.0,False,0.0,2.0,8.0,0.0,Low,58.0,0.0,4.0,0.0,1.0,0.0,0,0.0,15.0,0.38,Low,0.0,1.0,1.0,1.0,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.86,Medium Low,Low,High,NO,0.0,139.0,0.0,NO,NO,NO,NO,NONE,0.97,-574.0,14313.812154696132,Poles Reserved Below Average,Low Growth
SI54,Great Kills,Staten Island,43602,13564.82,15221,3.21,79,0.82,High,0.74,Medium High,0.03,Low,2.0,Medium High,1.1,Low,3,Medium High,0.03,Low,1.0,1.0,2,2,0,False,665.0,15221.0,15886.0,201.0,Low,41197.0,244.0,1114.0,0.0,0.0,False,0.0,5.0,27.0,0.0,Low,159.0,25.0,13.0,0.0,0.0,0.0,0,1.0,37.0,0.48,Medium Low,0.0,1.0,1.0,0.93,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,1.39,Medium High,Low,High,NO,0.0,246.0,0.0,NO,NO,NO,NO,NONE,0.97,-2405.0,12833.956386292835,Poles Reserved Below Average,Low Growth
